round,loss
1,2.4216721027374266
2,3.848861363983154
3,2.9101502422332763
4,2.755925563430786
5,1.906547720336914
6,2.8784118114471435
7,3.709157985687256
8,1.6894485836029052
9,3.6545679000854494
10,3.3503037494659424
