round,loss
1,2.318552356719971
2,1.9506332008361817
3,1.83690145778656
4,2.864494396972656
5,2.151017003631592
6,2.225082749176025
7,2.056096817779541
8,4.1390073844909665
9,2.2065380992889403
10,3.4137103874206542
