round,loss
1,1.6233145351409912
2,1.151573946762085
3,1.266021605682373
4,1.5287331303596496
5,1.5428297384262084
6,1.7613882684707642
7,1.4992398328781127
8,1.689585410308838
9,1.7895801935195923
10,1.7349438539505004
