round,loss
1,2.024482710647583
2,1.9767362684249878
3,1.657467608833313
4,1.947052169418335
5,2.5152679298400877
6,2.1256169677734373
7,1.7302679508209229
8,2.2283095657348633
9,2.342019027709961
10,2.387286155319214
