round,loss
1,1.8420987007141114
2,1.235279758644104
3,1.4421926622390746
4,1.2828384161949158
5,1.4737368302345275
6,2.1106518306732176
7,1.899761536884308
8,1.8905162019729613
9,1.8563736122131347
10,1.7654826719284058
