round,loss
1,4.119921041107178
2,3.716047370147705
3,2.791353120422363
4,4.919098401641846
5,3.9623933319091798
6,5.11022794342041
7,4.847409683990478
8,6.263016696929932
9,5.525613111114502
10,10.617803547668457
