round,loss
1,7.3142666900634765
2,2.4011618087768554
3,3.0304497268676758
4,3.0154139724731444
5,3.625098453903198
6,9.452456127929688
7,3.2576477096557617
8,2.7655147354125975
9,6.804839633178711
10,2.9102162254333495
