round,loss
1,4.25882423324585
2,7.727108267211914
3,2.3413796669006346
4,8.89175187072754
5,3.2448691596984864
6,7.0902209411621095
7,2.7934433303833006
8,9.269476223754882
9,3.8501762870788574
10,6.2185461059570315
