round,loss
1,2.4732764625549315
2,2.650492012786865
3,2.702639631652832
4,2.644203851699829
5,2.468924928474426
6,5.570636516571045
7,3.7131201400756835
8,2.0385152965545656
9,4.500504814910888
10,3.168576163864136
