round,loss
1,1.3131312740325927
2,1.1317018097877503
3,1.2009406205177307
4,1.2919721099853516
5,1.3731968982696534
6,1.4885358404159545
7,1.563647022342682
8,1.4966429572105409
9,1.5844852935791016
10,1.6231073031425476
