round,loss
1,1.4612342729568482
2,1.2363203046798705
3,1.1663388845443725
4,1.5895806213378907
5,1.977231075668335
6,1.9231318187713624
7,1.68272186088562
8,1.7470002788543701
9,1.8769969638824462
10,1.9531002040863037
