round,loss
1,1.8600876552581787
2,1.4411786632537842
3,1.8830025848388672
4,1.4391859733581542
5,1.6941878328323363
6,1.7941782125473023
7,1.8827474466323852
8,2.4124919609069826
9,2.274482719421387
10,2.0545076053619384
