round,loss
1,2.1434309394836424
2,2.6075639961242674
3,1.7110995880126953
4,2.7423013679504393
5,3.8403524620056153
6,1.7517350456237792
7,1.859357123184204
8,3.3788360679626464
9,2.758190277862549
10,3.7378403511047362
