round,loss
1,1.3174508308410644
2,1.0894557682991028
3,1.1273245954513549
4,1.2846267959594726
5,1.4354848068237305
6,1.5819982402801513
7,1.5973249849319457
8,1.5852323583602905
9,1.6722119785308838
10,1.740622731781006
