round,loss
1,6.215921141815185
2,5.082309267425537
3,4.8700869972229
4,9.838161056518555
5,4.310063610839844
6,7.4996960098266605
7,6.797574169158936
8,6.106625402832031
9,4.676297757720947
10,9.847387815856933
