round,loss
1,2.5978891124725343
2,2.1610756984710693
3,3.2657563354492187
4,2.5347228076934814
5,2.4726516845703124
6,3.493649277496338
7,2.5319609733581543
8,2.925107957458496
9,5.365574203491211
10,2.7247983711242676
