round,loss
1,2.8800266075134275
2,2.68223830909729
3,6.312509126281738
4,4.9724374153137205
5,2.795881884765625
6,7.879232186889649
7,4.882337104797363
8,2.240046290588379
9,3.5277401191711424
10,6.162342692565918
