round,loss
1,1.3941309467315675
2,1.1615250938415527
3,1.1843827869415282
4,1.395277548789978
5,1.5731761095046997
6,1.4828540029525756
7,1.5934996166229247
8,1.5702127614021302
9,1.6641981053352355
10,1.6125086547851561
