round,loss
1,2.697279748916626
2,3.055483837509155
3,6.6966277053833005
4,2.5651763137817385
5,5.167886585235595
6,3.7415744136810303
7,11.064703187561035
8,2.2981875286102293
9,5.436970179748535
10,6.693657263946533
